65245	雲林縣	水林鄉	下寮	全
65242	雲林縣	水林鄉	下庄路	全
65247	雲林縣	水林鄉	大山	全
65243	雲林縣	水林鄉	大溝路	全
65245	雲林縣	水林鄉	大庄	全
65246	雲林縣	水林鄉	山寮	全
65246	雲林縣	水林鄉	中尖山	全
65241	雲林縣	水林鄉	中厝	全
65241	雲林縣	水林鄉	中庄路	全
65241	雲林縣	水林鄉	文化路	全
65244	雲林縣	水林鄉	文明西路	全
65244	雲林縣	水林鄉	文明東路	全
65241	雲林縣	水林鄉	水林路	全
65245	雲林縣	水林鄉	王厝寮	全
65241	雲林縣	水林鄉	北二路	全
65241	雲林縣	水林鄉	北中路	全
65241	雲林縣	水林鄉	外環路	全
65244	雲林縣	水林鄉	正義西街	全
65244	雲林縣	水林鄉	正義西路	全
65244	雲林縣	水林鄉	正義東街	全
65244	雲林縣	水林鄉	正義南街	全
65243	雲林縣	水林鄉	尖山腳	全
65241	雲林縣	水林鄉	成功街	全
65241	雲林縣	水林鄉	自強街	全
65246	雲林縣	水林鄉	西井	全
65244	雲林縣	水林鄉	宏仁路	全
65244	雲林縣	水林鄉	車巷口	全
65241	雲林縣	水林鄉	和平街	全
65241	雲林縣	水林鄉	東平街	全
65241	雲林縣	水林鄉	東昇街	全
65241	雲林縣	水林鄉	東陽街	全
65242	雲林縣	水林鄉	松中路	全
65242	雲林縣	水林鄉	松北路	全
65242	雲林縣	水林鄉	松東路	全
65242	雲林縣	水林鄉	後厝路	全
65245	雲林縣	水林鄉	後埔	全
65244	雲林縣	水林鄉	後湖	全
65245	雲林縣	水林鄉	後寮	全
65246	雲林縣	水林鄉	春埔	全
65241	雲林縣	水林鄉	埔尾	連  57號以下
65243	雲林縣	水林鄉	埔尾	連  58號以上
65245	雲林縣	水林鄉	海埔	全
65244	雲林縣	水林鄉	海豐路	全
65245	雲林縣	水林鄉	陳厝寮	全
65246	雲林縣	水林鄉	頂尖山	全
65244	雲林縣	水林鄉	頂坎	全
65242	雲林縣	水林鄉	頂厝路	全
65241	雲林縣	水林鄉	勝利街	全
65245	雲林縣	水林鄉	湖子內	全
65244	雲林縣	水林鄉	順安路	全
65243	雲林縣	水林鄉	順興路	全
65242	雲林縣	水林鄉	塭底	全
65242	雲林縣	水林鄉	新塭	全
65241	雲林縣	水林鄉	新興北路	全
65245	雲林縣	水林鄉	新興南路	全
65245	雲林縣	水林鄉	溪墘厝	全
65246	雲林縣	水林鄉	萬興	全
65241	雲林縣	水林鄉	廟前路	全
65244	雲林縣	水林鄉	興隆路	全
65243	雲林縣	水林鄉	蕃東	全
65243	雲林縣	水林鄉	蕃薯厝	全
65248	雲林縣	水林鄉	顏厝寮	全
65241	雲林縣	水林鄉	懷恩街	全
65242	雲林縣	水林鄉	瓊埔路	全
65244	雲林縣	水林鄉	蘇秦路	全
65242	雲林縣	水林鄉	蔦松路	全
